DOI,Year,Title,Journal,Reason
10.1016/j.scs.2023.104960,2023,Parametric study of an active-passive system for cooling application in buildings improved with free cooling for enhanced solidification,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2023.113199,2023,Microclimatic control of a fourteenth-century Church in Italy: The design of systems by experiments and simulations,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2023.128579,2023,New method of integrating experiment for maintaining low indoor temperature into numerical modelling: A feasibility demonstration in reduced-scale building model,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2023.112772,2023,Application potential analysis of different control strategies for radiant floor cooling systems in office buildings in different climate zones of China,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2023.121364,2023,"Performance, robustness, and portability of imitation-assisted reinforcement learning policies for shading and natural ventilation control",Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2023.113707,2023,Development of prediction models for thermostat override behavior in direct load control events,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2023.107272,2023,Systematic analysis method of sensor and actuator faults propagation and impacts for optimally controlled complex building chilled water systems,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2023.110319,2023,Learning building occupants’ indoor environmental quality complaints and dissatisfaction from text-mining Booking.com reviews in the United States,Building and Environment,KEEP – operational EE/control
10.1016/j.buildenv.2023.110435,2023,Ten questions concerning reinforcement learning for building energy management,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2022.112646,2023,Thermal performance analysis of an existing building heating based on a novel active phase change heater,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2023.112969,2023,The adoption of pressure independent control valves (PICVs) for the simultaneous optimization of energy consumption and comfort in buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2023.110195,2023,Implementation of ISO/DIS 52016-3 for adaptive façades: A case study of an office building,Building and Environment,Eliminated – unclear/other
10.1016/j.jobe.2022.105683,2023,Machine learning-based algorithms to estimate thermal dynamics of residential buildings with energy flexibility,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.jobe.2022.105509,2023,Mining operation hours on time-series energy data to identify unnecessary building energy consumption,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2022.109952,2023,Analysis of predicted mean vote-based model predictive control for residential HVAC systems,Building and Environment,KEEP – operational EE/control
10.1016/j.jobe.2023.106859,2023,"Air infiltration and related building energy consumption: A case study of office buildings in Changsha, China",Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2023.110652,2023,In situ model fusion for building digital twinning,Building and Environment,Eliminated – unclear/other
10.1016/j.applthermaleng.2022.119899,2023,Effects of operation parameters on the ventilation performance for a floor-standing air conditioner,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.jobe.2023.106852,2023,Comparative study of model-based and model-free reinforcement learning control performance in HVAC systems,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2023.113681,2023,Analysing the indoor temperature ranges for an efficient control of HVAC systems,Energy and Buildings,KEEP – operational EE/control
10.1016/j.scs.2023.104683,2023,Improvements of stratified micro-environments on the satisfaction of individual thermal preferences and energy-efficiency,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.jobe.2023.107621,2023,Extended Kalman filter based extremum seeking algorithm for model-free control of building thermal environment under uncertainty,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2023.113295,2023,Optimization-informed rule extraction for HVAC system: A case study of dedicated outdoor air system control in a mixed-humid climate zone,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.112752,2023,A novel method of creating machine learning-based time series <ce:italic>meta</ce:italic>-models for building energy analysis,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2023.129307,2023,Unleashing wastewater heat Recovery's potential in smart building systems: Grey wolf-assisted optimization aided by artificial neural networks,Energy,Eliminated – unclear/other
10.1016/j.apenergy.2022.120622,2023,Hybrid modeling-based temperature and humidity adaptive control for a multi-zone HVAC system,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2023.113533,2023,Energy flexibility of commercial buildings for demand response applications in Australia,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2023.108098,2023,Handling fault detection and diagnosis in incomplete sensor measurements for BAS based HVAC system,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2023.113341,2023,Development of a soft sensor for thermal inertia-based building electrical demand flexibility,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.112710,2023,Assessing and mitigating overheating risk in existing Canadian school buildings under extreme current and future climates,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2023.110427,2023,Computer-vision-assisted subzone-level demand-controlled ventilation with fast occupancy adaptation for large open spaces towards balanced IAQ and energy performance,Building and Environment,KEEP – operational EE/control
10.1016/j.energy.2023.126874,2023,Energy cost and consumption reduction of an office building by Chaotic Satin Bowerbird Optimization Algorithm with model predictive control and artificial neural network: A case study,Energy,KEEP – operational EE/control
10.1016/j.enbuild.2023.113127,2023,"Thermal modeling of existing buildings in high-fidelity simulators: A novel, practical methodology",Energy and Buildings,Eliminated – unclear/other
10.1016/j.scitotenv.2023.166109,2023,School building energy efficiency and NO<ce:inf loc=post>2</ce:inf> related risk of childhood asthma in England and Wales: Modelling study,Science of The Total Environment,Eliminated – unclear/other
10.1016/j.buildenv.2023.110188,2023,Estimating energy consumption of residential buildings at scale with drive-by image capture,Building and Environment,Eliminated – unclear/other
10.1016/j.jobe.2023.106564,2023,Quantifying thermal resilience of office buildings during power outages: Development of a simplified model metric and validation through experimentation,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.buildenv.2023.110620,2023,Equation-based modeling and optimization-based parameter estimation in multimodal virtual sensing platforms for smart buildings,Building and Environment,Eliminated – Monitoring/Forecasting only
10.1016/j.buildenv.2023.110171,2023,Improvement of thermomechanical properties of porous plaster reinforced with a network of Morocco sheep wool skeletons for Energy efficiency,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2023.112831,2023,Customer segmentation based on smart meter data analytics: Behavioral similarities with manual categorization for building types,Energy and Buildings,Eliminated – unclear/other
