DOI,Year,Title,Journal,Reason
10.1016/j.apenergy.2022.119803,2022,Human-in-the-loop methods for occupant-centric building design and operation,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2022.112362,2022,Cost-effective occupation dependant infrared zonal heating system for operational university buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2022.105288,2022,Investigation of supply air parameters of a new method to control the condensation risk in radiant cooling panels,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.energy.2022.123971,2022,Energy efficiency improvement by using hygrothermal diagnostics algorithm for historical religious buildings,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2022.112269,2022,Real-world implementation and cost of a cloud-based MPC retrofit for HVAC control systems in commercial buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2022.109175,2022,Course timetable optimization for a university teaching building considering the building energy efficiency and time-varying thermal perception of students,Building and Environment,Eliminated – unclear/other
10.1016/j.energy.2022.124157,2022,Nonlinear model predictive control for the space heating system of a university building in Norway,Energy,KEEP – operational EE/control
10.1016/j.enbuild.2022.112173,2022,A three-stage decision-making process for cost-effective passive solutions in office buildings in the hot summer and cold winter zone in China,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112096,2022,ALDI++: Automatic and parameter-less discord and outlier detection for building energy load profiles,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2022.118863,2022,Dynamics analysis of a novel hybrid deep clustering for unsupervised learning by reinforcement of multi-agent to energy saving in intelligent buildings,Applied Energy,Eliminated – Monitoring/Forecasting only
10.1016/j.rser.2022.112703,2022,Intelligent optimization framework of near zero energy consumption building performance based on a hybrid machine learning algorithm,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.apenergy.2021.118392,2022,Hierarchical stochastic scheduling of multi-community integrated energy systems in uncertain environments via Stackelberg game,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2021.111561,2022,Assessments of multiple operation strategies in a passive office Building in Cold Region of China,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2021.117846,2022,Machine learning assisted development of IT equipment compact models for data centers energy planning,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.enbuild.2022.112053,2022,"Energy, comfort, and environmental assessment of passive techniques integrated into low-energy residential buildings in semi-arid climate",Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112548,2022,Model predictive control for dynamic indoor conditioning in practice,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2022.104160,2022,A heuristic algorithm for optimal load splitting in hybrid thermally activated building systems,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.autcon.2022.104339,2022,Blockchain-based IoT system for personalized indoor temperature control,Automation in Construction,KEEP – operational EE/control
10.1016/j.enbuild.2022.112026,2022,Empowering saving energy at home through serious games on thermostat interfaces,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112066,2022,Nonlinear Distributed Model Predictive Control for multi-zone building energy systems,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.111901,2022,Energy and thermal performance of a typical rammed earth residential building in Western Australia,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2022.118833,2022,"An occupant-centric control framework for balancing comfort, energy use and hygiene in hot water systems: A model-free reinforcement learning approach",Applied Energy,KEEP – operational EE/control
10.1016/j.jobe.2022.105343,2022,A model predictive control regulation model for radiant air conditioning system based on delay time,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2021.111709,2022,Distributed Diagnosis of Sensor and Actuator Faults in Air Handling Units in Multi-Zone Buildings: A Model-Based Approach,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2022.118980,2022,MARTINI: Smart meter driven estimation of HVAC schedules and energy savings based on Wi-Fi sensing and clustering,Applied Energy,Eliminated – Monitoring/Forecasting only
10.1016/j.solener.2021.12.058,2022,“A novel approach for the modelling of convective phenomena for building integrated photovoltaic thermal (BIPV/T) systems”,Solar Energy,Eliminated – Renewable-only
10.1016/j.apenergy.2021.117971,2022,Control algorithms to mitigate the effect of uncertainties in residential demand management,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2022.109195,2022,A guideline to document occupant behavior models for advanced building controls,Building and Environment,KEEP – operational EE/control
10.1016/j.buildenv.2022.109275,2022,A virtual meter-based visualization tool to present energy flows in multiple zone variable air volume air handling unit systems,Building and Environment,Eliminated – unclear/other
10.1016/j.energy.2022.124357,2022,Analysis of energy demand in a residential building using TRNSYS,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2021.111708,2022,Cooling seasonal performance of inverter air conditioner using model prediction control for demand response,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.111836,2022,A meta-learning classification model for supporting decisions on energy efficiency investments,Energy and Buildings,Eliminated – Monitoring/Forecasting only
10.1016/j.energy.2022.124857,2022,A multi-step predictive deep reinforcement learning algorithm for HVAC control systems in smart buildings,Energy,KEEP – operational EE/control
10.1016/j.jclepro.2022.131843,2022,Energy-saving effects of yard spaces considering spatiotemporal activity patterns of rural Chinese farm households,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2022.109688,2022,Introducing extended natural ventilation index for buildings under the present and future changing climates,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2022.104376,2022,Dissimilarity-driven ensemble model-based real-time optimization for control of building HVAC systems,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2022.109005,2022,Study of “time-lag” of occupant behavior occurrences for establishing an occupant-centric building control system,Building and Environment,KEEP – operational EE/control
10.1016/j.energy.2021.122043,2022,Study on the demand response potential of an actively ventilated building: Parametric and scenario analysis,Energy,KEEP – operational EE/control
10.1016/j.apenergy.2021.118124,2022,Development and validation of a second-order thermal network model for residential buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2022.112408,2022,Investigating the performance of machine learning models combined with different feature selection methods to estimate the energy consumption of buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112448,2022,Quantifying the impact of personal comfort systems on thermal satisfaction and energy consumption in office buildings under different U.S. climates,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2022.118852,2022,Physics informed neural networks for control oriented thermal modeling of buildings,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2022.111938,2022,The comfort and energy impact of overcooled buildings in warm climates,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.111657,2022,On the impact of user behaviour on heating energy consumption and indoor temperature in residential buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112020,2022,"Energy balances, thermal performance, and heat stress: Disentangling occupant behaviour and weather influences in a Dutch net-zero energy neighborhood",Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2022.109032,2022,Supervised learning-based assessment of office layout satisfaction in academic buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.jobe.2022.104167,2022,Adaptive control algorithm with a retraining technique to predict the optimal amount of chilled water in a data center cooling system,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.autcon.2022.104578,2022,Virtual sensing in intelligent buildings and digitalization,Automation in Construction,Eliminated – unclear/other
10.1016/j.energy.2022.124807,2022,HVAC operation planning for electric bus trips based on chance-constrained programming,Energy,KEEP – operational EE/control
10.1016/j.apenergy.2022.119346,2022,Deep reinforcement learning-based joint load scheduling for household multi-energy system,Applied Energy,KEEP – operational EE/control
10.1016/j.jobe.2022.104648,2022,Developing a collaborative control strategy of a combined radiant floor cooling and ventilation system: A PMV-based model,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.jobe.2022.104927,2022,Demand response strategy applied to planning the operation of an air conditioning system. Application to a medical center,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.energy.2022.123104,2022,Buildings-to-distribution-network integration considering power transformer loading capability and distribution network reconfiguration,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2022.112185,2022,Generation of sub-item load profiles for public buildings based on the conditional generative adversarial network and moving average method,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.111669,2022,Study on the intermittent operation mode characteristic of a convection-radiation combined cooling system in office buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.111981,2022,Preliminary characterization of a dual-source passive building cooling system based on loop thermosyphon,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112043,2022,Optimization of environment control system for narrow sleeping space in underground shelters,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.112029,2022,Non-destructive techniques (NDT) for the diagnosis of heritage buildings: Traditional procedures and futures perspectives,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2022.104951,2022,Performance assessment of ventilative and radiant cooling systems in office buildings during extreme weather conditions under a changing climate,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.buildenv.2022.109641,2022,A study on transfer learning in enhancing performance of building energy system fault diagnosis with extremely limited labeled data,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2021.108631,2022,Influence of the RCP scenarios on the effectiveness of adaptive strategies in buildings around the world,Building and Environment,Eliminated – Planning/Top-down
10.1016/j.energy.2022.125282,2022,Grey-box modelling and virtual sensors enabling continuous commissioning of hydronic floor heating,Energy,Eliminated – unclear/other
10.1016/j.aei.2022.101789,2022,Investment estimation of prefabricated concrete buildings based on XGBoost machine learning algorithm,Advanced Engineering Informatics,Eliminated – Monitoring/Forecasting only
10.1016/j.jobe.2021.103534,2022,Smart sensors network for accurate indirect heat accounting in apartment buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbenv.2020.11.003,2022,Assessment of terrace gardens as modifiers of building microclimate,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.buildenv.2022.109345,2022,Deep-vision-based metabolic rate and clothing insulation estimation for occupant-centric control,Building and Environment,KEEP – operational EE/control
10.1016/j.scs.2022.103934,2022,Analysis of the impact of a fresh air system on the indoor environment in office buildings,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2022.108965,2022,Sampling method for long-term monitoring of indoor environmental quality in residential buildings,Building and Environment,Eliminated – Monitoring/Forecasting only
10.1016/j.autcon.2022.104128,2022,Comparison of online and offline deep reinforcement learning with model predictive control for thermal energy management,Automation in Construction,KEEP – operational EE/control
10.1016/j.enbuild.2021.111610,2022,Evaluating approaches of selecting extreme hot years for assessing building overheating conditions during heatwaves,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.111898,2022,Investigation on pre-cooling potential of UFAD via model-based predictive control,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2021.122410,2022,Experimental study on control strategies of radiant floor cooling system with direct-ground cooling source and displacement ventilation system: A case study in an office building,Energy,KEEP – operational EE/control
10.1016/j.jclepro.2022.133714,2022,Sequential air pollution emission estimation using a hybrid deep learning model and health-related ventilation control in a pig building,Journal of Cleaner Production,KEEP – operational EE/control
10.1016/j.buildenv.2021.108437,2022,Application of Gagge’s energy balance model to determine humidity-dependent temperature thresholds for healthy adults using electric fans during heatwaves,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2022.112352,2022,Feasibility of staying at home in a net-zero energy house during summer power outages,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2022.104498,2022,A general multi agent-based distributed framework for optimal control of building HVAC systems,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.applthermaleng.2022.118908,2022,A novel adaptive predictive control strategy of hybrid radiant-air cooling systems operating in desert climates,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2022.111912,2022,The impact of human occupancy in thermal performance of a historic religious building in sub-humid temperate climate,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.111905,2022,A field study of combo heating systems in Canadian single-family buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2022.109358,2022,"Ventilation impacts on infection risk mitigation, improvement of environmental quality and energy efficiency for subway carriages",Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2021.103410,2022,An innovative method of simulating close-to-nature-dynamic air movement through dynamically controlling electric fans,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2022.112299,2022,Experimental study on dynamic effect of external insulation on indoor thermal environment and energy consumption,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.112400,2022,Influence of the building enclosed forms on thermal contribution of <ce:italic>retro</ce:italic>-reflective and high-reflective coatings,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.jobe.2022.104107,2022,Buoyancy-driven natural ventilation characteristics of thermal corridors in industrial buildings,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2022.111965,2022,Recent advances in energy demand for residential space heating,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2022.109434,2022,Optimization of energy use and academic performance for educational environments in hot-humid climates,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2021.111791,2022,Disaggregation of electricity and heating consumption in commercial buildings with building automation system data,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2021.108607,2022,Cascading temperature demand: The limits of thermal nesting in naturally ventilated buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2022.112121,2022,Evaluating the impact sequences of operation have on the implementation of occupant-centric controls,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2021.118346,2022,Reinforced model predictive control (RL-MPC) for building energy management,Applied Energy,KEEP – operational EE/control
10.1016/j.apenergy.2022.118724,2022,Multi-agent deep reinforcement learning optimization framework for building energy system with renewable energy,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2022.109322,2022,Data-oriented distributed overall optimization for large-scale HVAC systems with dynamic supply capability and distributed demand response,Building and Environment,KEEP – operational EE/control
10.1016/j.apenergy.2022.120187,2022,Economic model predictive control of integrated energy systems: A multi-time-scale framework,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2022.109618,2022,Scaled outdoor experimental investigation of thermal environment and surface energy balance in deep and shallow street canyons under various sky conditions,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2021.108449,2022,Interpreting the neural network model for HVAC system energy data mining,Building and Environment,Eliminated – Monitoring/Forecasting only
10.1016/j.scs.2022.103896,2022,Impact of the COVID-19 pandemic on the energy performance of residential neighborhoods and their occupancy behavior,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.apenergy.2022.119688,2022,Resilience enhancement of multi-agent reinforcement learning-based demand response against adversarial attacks,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2022.109016,2022,Ten questions concerning agent-based modeling of occupant behavior for energy and environmental performance of buildings,Building and Environment,KEEP – operational EE/control
10.1016/j.scs.2022.104031,2022,Experimental investigation of air-based active-passive system for cooling application in buildings,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2022.109638,2022,"Occupancy-equivalent, operative temperature control for an energy-saving operation of direct electric, low-capacity heating systems",Building and Environment,KEEP – operational EE/control
10.1016/j.apenergy.2022.119281,2022,Impact assessment of varied data granularities from commercial buildings on exploration and learning mechanism,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2021.111644,2022,Load shifting and energy conservation using smart thermostats in contemporary high-rise residential buildings: Estimation of runtime changes using field data,Energy and Buildings,KEEP – operational EE/control
10.1016/j.rser.2022.112790,2022,Renewable energy-powered semi-closed greenhouse for sustainable crop production using model predictive control and machine learning for energy management,Renewable and Sustainable Energy Reviews,KEEP – operational EE/control
10.1016/j.enbuild.2022.112095,2022,Fifty shades of grey: Automated stochastic model identification of building heat dynamics,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.112302,2022,Towards a self-tuned data analytics-based process for an automatic context-aware detection and diagnosis of anomalies in building energy consumption timeseries,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2022.111868,2022,Benefits of switchable insulation systems for residential buildings in France,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbenv.2020.12.001,2022,Indoor environment of nearly zero energy residential buildings with conventional air conditioning in hot-summer and cold-winter zone,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.scs.2021.103625,2022,Energy optimization for regional buildings based on distributed reinforcement learning,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.autcon.2022.104261,2022,IoT-based platform for automated IEQ spatio-temporal analysis in buildings using machine learning techniques,Automation in Construction,Eliminated – unclear/other
10.1016/j.jobe.2022.104840,2022,Modeling impacts of ventilation and filtration methods on energy use and airborne disease transmission in classrooms,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2022.109218,2022,UAV-assisted task offloading for IoT in smart buildings and environment via deep reinforcement learning,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2022.111921,2022,Comprehensive assessment of operational performance of coupled natural ventilation and thermally active building system via an extensive sensor network,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2022.112498,2022,Study on occupant behaviour using air conditioning of high-rise residential buildings in hot summer and cold winter zone in China,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2022.123844,2022,Implementation of a strategy for low-temperature operation of radiator systems using data from existing digital heat cost allocators,Energy,KEEP – operational EE/control
10.1016/j.rser.2022.112382,2022,"Influence of interior layouts on occupant energy-saving behaviour in buildings: An integrated approach using Agent-Based Modelling, System Dynamics and Building Information Modelling",Renewable and Sustainable Energy Reviews,KEEP – operational EE/control
10.1016/j.buildenv.2022.109781,2022,Small globes and pocket heat stress meters for WBGT and PHS evaluations. A critical analysis under controlled conditions,Building and Environment,KEEP – operational EE/control
10.1016/j.scs.2021.103589,2022,Experimental study on thermal plume characteristics of building façades based on PIV technology,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.jobe.2022.105439,2022,Investigation of long-term modal properties of a supertall building under environmental and operational variations,Journal of Building Engineering,KEEP – operational EE/control
